game_num,round_num,player,discount_rate,offer,value,items,your_side_of_current_offer,outside_offer,accepting_an_offer_worse_than_outside_offer,making_an_offer_worse_for_you_than_your_outside_offer,walking_away_from_an_offer_better_than_your_outside_offer,offer_no_items_or_all_items,making_offer_worse_than_previous
79,1,1,1.0,"[2, 4, 1, 2, 1]",574.0,[7 5 2 3 3],,311.0,False,False,False,False,False
79,1,2,1.0,"[2, 4, 1, 2, 1]",752.0,[7 5 2 3 3],,174.0,False,False,False,False,False
80,1,1,1.0,"[0, 0, 0, 4, 1]",1314.0,[5 2 4 6 4],,918.0,False,False,False,False,False
81,1,1,1.0,[],,[6 4 2 5 4],,,,,,,
82,1,1,1.0,"[1, 4, 2, 0, 0]",855.0,[4 8 6 3 4],,924.0,False,True,False,False,False
82,1,2,1.0,"[0, 0, 0, 1, 1]",84.60000000000001,[4 8 6 3 4],84.60000000000001,935.0,False,True,False,False,True
82,2,1,0.9,[],,[4 8 6 3 4],,,,,,,
83,1,1,1.0,[],,[6 7 2 7 7],,,,,,,
84,1,1,1.0,"[1, 1, 2, 2, 3]",484.0,[3 2 7 5 3],,4.0,False,False,False,False,False
84,1,2,1.0,"[0, 0, 2, 1, 3]",90.0,[3 2 7 5 3],90.0,356.0,False,True,False,False,True
84,2,1,0.9,"[0, 0, 2, 1, 3]",531.9,[3 2 7 5 3],,3.6,False,False,False,False,False
85,1,1,1.0,[],,[4 1 3 1 5],,,,,,,
86,1,1,1.0,"[2, 1, 5, 2, 2]",438.0,[4 3 7 4 3],,326.0,False,False,False,False,False
87,1,1,1.0,"[1, 1, 3, 1, 1]",857.0,[3 3 7 4 3],,221.0,False,False,False,False,False
87,1,2,1.0,"[1, 1, 3, 1, 1]",471.0,[3 3 7 4 3],,274.0,False,False,False,False,False
88,1,1,1.0,"[2, 1, 2, 2, 2]",804.0,[5 3 4 4 5],,438.0,False,False,False,False,False
88,1,2,1.0,"[2, 1, 2, 2, 2]",558.0,[5 3 4 4 5],,222.0,False,False,False,False,False
89,1,1,1.0,"[1, 3, 0, 0, 2]",582.0,[5 4 2 0 4],,33.0,False,False,False,False,False
89,1,2,1.0,"[1, 3, 0, 0, 2]",328.0,[5 4 2 0 4],,312.0,False,False,False,False,False
90,1,1,1.0,"[2, 1, 0, 1, 2]",650.0,[4 3 1 3 5],,90.0,False,False,False,False,False
90,1,2,1.0,"[0, 0, 0, 0, 0]",0.0,[4 3 1 3 5],0.0,908.0,False,True,False,True,True
90,2,1,0.9,"[1, 1, 0, 1, 0]",783.0,[4 3 1 3 5],783.0,81.0,False,False,False,False,True
91,1,1,1.0,"[2, 0, 0, 2, 2]",1157.0,[8 4 3 4 5],,194.0,False,False,False,False,False
91,1,2,1.0,"[2, 0, 0, 2, 2]",400.0,[8 4 3 4 5],,367.0,False,False,False,False,False
92,1,1,1.0,"[0, 0, 2, 4, 5]",665.0,[5 5 5 4 7],,627.0,False,False,False,False,False
92,1,2,1.0,"[5, 0, 0, 4, 5]",306.0,[5 5 5 4 7],306.0,787.0,False,True,False,False,True
92,2,1,0.9,[],,[5 5 5 4 7],,,,,,,
93,1,1,1.0,"[0, 1, 1, 4, 4]",622.0,[5 3 3 5 6],,630.0,False,True,False,False,False
93,1,2,1.0,"[0, 1, 1, 4, 4]",455.0,[5 3 3 5 6],,254.0,False,False,False,False,False
94,1,1,1.0,"[2, 3, 1, 2, 1]",479.0,[5 8 2 4 3],,382.0,False,False,False,False,False
94,1,2,1.0,"[2, 3, 1, 2, 1]",536.0,[5 8 2 4 3],,141.0,False,False,False,False,False
95,1,1,1.0,"[2, 3, 1, 3, 2]",384.0,[5 6 2 6 3],,384.0,False,False,False,False,False
95,1,2,1.0,"[2, 3, 1, 3, 2]",562.0,[5 6 2 6 3],,163.0,False,False,False,False,False
96,1,1,1.0,[],,[0 5 2 3 1],,,,,,,
97,1,1,1.0,"[1, 0, 3, 0, 2]",629.0,[2 1 6 1 5],,314.0,False,False,False,False,False
97,1,2,1.0,"[1, 0, 3, 0, 2]",315.0,[2 1 6 1 5],,154.0,False,False,False,False,False
98,1,1,1.0,"[3, 2, 0, 1, 2]",510.0,[6 4 2 2 3],,364.0,False,False,False,False,False
98,1,2,1.0,"[3, 2, 0, 1, 2]",291.0,[6 4 2 2 3],,262.0,False,False,False,False,False
99,1,1,1.0,[],,[1 6 2 5 2],,,,,,,
